"site","pft"
1973,"temperate.deciduous.HPDA"
1974,"semiarid.grassland_HPDA"
1975,"semiarid.grassland_HPDA"
1976,"semiarid.grassland_HPDA"
1977,"semiarid.grassland_HPDA"
1978,"boreal.coniferous"
1979,"semiarid.grassland_HPDA"
1980,"boreal.coniferous"
1981,"semiarid.grassland_HPDA"
1982,"semiarid.grassland_HPDA"
1983,"semiarid.grassland_HPDA"
1984,"boreal.coniferous"
1985,"boreal.coniferous"
1986,"semiarid.grassland_HPDA"
1987,"temperate.deciduous.HPDA"
1988,"semiarid.grassland_HPDA"
1989,"semiarid.grassland_HPDA"
1990,"semiarid.grassland_HPDA"
1991,"temperate.deciduous.HPDA"
1992,"semiarid.grassland_HPDA"
1993,"boreal.coniferous"
1994,"semiarid.grassland_HPDA"
1995,"boreal.coniferous"
1996,"boreal.coniferous"
1997,"boreal.coniferous"
1998,"semiarid.grassland_HPDA"
1999,"semiarid.grassland_HPDA"
2000,"semiarid.grassland_HPDA"
2001,"semiarid.grassland_HPDA"
2002,"boreal.coniferous"
2003,"semiarid.grassland_HPDA"
2004,"semiarid.grassland_HPDA"
2005,"temperate.deciduous.HPDA"
2006,"boreal.coniferous"
2007,"semiarid.grassland_HPDA"
2008,"temperate.deciduous.HPDA"
2009,"semiarid.grassland_HPDA"
2010,"temperate.deciduous.HPDA"
2011,"semiarid.grassland_HPDA"
2012,"boreal.coniferous"
2013,"boreal.coniferous"
2014,"boreal.coniferous"
2015,"boreal.coniferous"
2016,"semiarid.grassland_HPDA"
2017,"semiarid.grassland_HPDA"
2018,"semiarid.grassland_HPDA"
2019,"semiarid.grassland_HPDA"
2020,"temperate.deciduous.HPDA"
2021,"boreal.coniferous"
2022,"temperate.deciduous.HPDA"
2023,"semiarid.grassland_HPDA"
2024,"boreal.coniferous"
2025,"semiarid.grassland_HPDA"
2026,"boreal.coniferous"
2027,"boreal.coniferous"
2028,"boreal.coniferous"
2029,"boreal.coniferous"
2030,"temperate.deciduous.HPDA"
2031,"temperate.deciduous.HPDA"
2032,"boreal.coniferous"
2033,"boreal.coniferous"
2034,"semiarid.grassland_HPDA"
2035,"semiarid.grassland_HPDA"
2036,"semiarid.grassland_HPDA"
2037,"semiarid.grassland_HPDA"
2038,"boreal.coniferous"
2039,"boreal.coniferous"
2040,"boreal.coniferous"
2041,"temperate.deciduous.HPDA"
2042,"boreal.coniferous"
2043,"semiarid.grassland_HPDA"
2044,"semiarid.grassland_HPDA"
2045,"boreal.coniferous"
2046,"semiarid.grassland_HPDA"
2047,"semiarid.grassland_HPDA"
2048,"boreal.coniferous"
2049,"semiarid.grassland_HPDA"
2050,"boreal.coniferous"
2051,"semiarid.grassland_HPDA"
2052,"semiarid.grassland_HPDA"
2053,"boreal.coniferous"
2054,"boreal.coniferous"
2055,"semiarid.grassland_HPDA"
2056,"semiarid.grassland_HPDA"
2057,"temperate.deciduous.HPDA"
2058,"boreal.coniferous"
2059,"semiarid.grassland_HPDA"
2060,"semiarid.grassland_HPDA"
2061,"semiarid.grassland_HPDA"
2062,"semiarid.grassland_HPDA"
2063,"temperate.deciduous.HPDA"
2064,"boreal.coniferous"
2065,"boreal.coniferous"
2066,"boreal.coniferous"
2067,"semiarid.grassland_HPDA"
2068,"boreal.coniferous"
2069,"semiarid.grassland_HPDA"
2070,"temperate.deciduous.HPDA"
2071,"semiarid.grassland_HPDA"
2072,"boreal.coniferous"
2073,"semiarid.grassland_HPDA"
2074,"temperate.deciduous.HPDA"
2075,"semiarid.grassland_HPDA"
2076,"semiarid.grassland_HPDA"
2077,"semiarid.grassland_HPDA"
2078,"boreal.coniferous"
2079,"boreal.coniferous"
2080,"semiarid.grassland_HPDA"
2081,"boreal.coniferous"
2082,"semiarid.grassland_HPDA"
2083,"temperate.deciduous.HPDA"
2084,"semiarid.grassland_HPDA"
2085,"boreal.coniferous"
2086,"semiarid.grassland_HPDA"
2087,"temperate.deciduous.HPDA"
2088,"boreal.coniferous"
2089,"semiarid.grassland_HPDA"
2090,"semiarid.grassland_HPDA"
2091,"boreal.coniferous"
2092,"semiarid.grassland_HPDA"
2093,"semiarid.grassland_HPDA"
2094,"semiarid.grassland_HPDA"
2095,"boreal.coniferous"
2096,"boreal.coniferous"
2097,"semiarid.grassland_HPDA"
2098,"semiarid.grassland_HPDA"
2099,"boreal.coniferous"
2100,"boreal.coniferous"
2101,"semiarid.grassland_HPDA"
2102,"boreal.coniferous"
2103,"boreal.coniferous"
2104,"temperate.deciduous.HPDA"
2105,"temperate.deciduous.HPDA"
2106,"boreal.coniferous"
2107,"boreal.coniferous"
2108,"boreal.coniferous"
2109,"boreal.coniferous"
2110,"semiarid.grassland_HPDA"
2111,"temperate.deciduous.HPDA"
2112,"semiarid.grassland_HPDA"
2113,"semiarid.grassland_HPDA"
2114,"boreal.coniferous"
2115,"semiarid.grassland_HPDA"
2116,"semiarid.grassland_HPDA"
2117,"boreal.coniferous"
2118,"semiarid.grassland_HPDA"
2119,"boreal.coniferous"
2120,"semiarid.grassland_HPDA"
2121,"boreal.coniferous"
2122,"semiarid.grassland_HPDA"
2123,"semiarid.grassland_HPDA"
2124,"boreal.coniferous"
2125,"boreal.coniferous"
2126,"boreal.coniferous"
2127,"boreal.coniferous"
2128,"boreal.coniferous"
2129,"boreal.coniferous"
2130,"boreal.coniferous"
2131,"semiarid.grassland_HPDA"
2132,"boreal.coniferous"
2133,"boreal.coniferous"
2134,"boreal.coniferous"
2135,"boreal.coniferous"
2136,"boreal.coniferous"
2137,"semiarid.grassland_HPDA"
2138,"semiarid.grassland_HPDA"
2139,"boreal.coniferous"
2140,"boreal.coniferous"
2141,"semiarid.grassland_HPDA"
2142,"boreal.coniferous"
2143,"semiarid.grassland_HPDA"
2144,"boreal.coniferous"
2145,"semiarid.grassland_HPDA"
2146,"boreal.coniferous"
2147,"boreal.coniferous"
2148,"boreal.coniferous"
2149,"temperate.deciduous.HPDA"
2150,"semiarid.grassland_HPDA"
2151,"boreal.coniferous"
2152,"boreal.coniferous"
2153,"boreal.coniferous"
2154,"semiarid.grassland_HPDA"
2155,"semiarid.grassland_HPDA"
2156,"boreal.coniferous"
2157,"boreal.coniferous"
2158,"boreal.coniferous"
2159,"semiarid.grassland_HPDA"
2160,"boreal.coniferous"
2161,"semiarid.grassland_HPDA"
2162,"boreal.coniferous"
2163,"boreal.coniferous"
2164,"boreal.coniferous"
2165,"boreal.coniferous"
2166,"semiarid.grassland_HPDA"
2167,"boreal.coniferous"
2168,"semiarid.grassland_HPDA"
2169,"semiarid.grassland_HPDA"
2170,"boreal.coniferous"
2171,"boreal.coniferous"
2172,"boreal.coniferous"
2173,"boreal.coniferous"
2174,"boreal.coniferous"
2175,"boreal.coniferous"
2176,"temperate.deciduous.HPDA"
2177,"boreal.coniferous"
2178,"boreal.coniferous"
2179,"boreal.coniferous"
2180,"temperate.deciduous.HPDA"
2181,"semiarid.grassland_HPDA"
2182,"boreal.coniferous"
2183,"boreal.coniferous"
2184,"temperate.deciduous.HPDA"
2185,"boreal.coniferous"
2186,"boreal.coniferous"
2187,"boreal.coniferous"
2188,"boreal.coniferous"
2189,"semiarid.grassland_HPDA"
2190,"semiarid.grassland_HPDA"
2191,"boreal.coniferous"
2192,"boreal.coniferous"
2193,"boreal.coniferous"
2194,"boreal.coniferous"
2195,"semiarid.grassland_HPDA"
2196,"semiarid.grassland_HPDA"
2197,"temperate.deciduous.HPDA"
2198,"boreal.coniferous"
2199,"boreal.coniferous"
2200,"temperate.deciduous.HPDA"
2201,"boreal.coniferous"
2202,"semiarid.grassland_HPDA"
2203,"boreal.coniferous"
2204,"boreal.coniferous"
2205,"boreal.coniferous"
2206,"boreal.coniferous"
2207,"semiarid.grassland_HPDA"
2208,"semiarid.grassland_HPDA"
2209,"temperate.deciduous.HPDA"
2210,"boreal.coniferous"
2211,"boreal.coniferous"
2212,"boreal.coniferous"
2213,"boreal.coniferous"
2214,"temperate.deciduous.HPDA"
2215,"semiarid.grassland_HPDA"
2216,"boreal.coniferous"
2217,"boreal.coniferous"
2218,"boreal.coniferous"
2219,"boreal.coniferous"
2220,"boreal.coniferous"
2221,"boreal.coniferous"
2222,"boreal.coniferous"
2223,"boreal.coniferous"
2224,"semiarid.grassland_HPDA"
2225,"boreal.coniferous"
2226,"boreal.coniferous"
2227,"boreal.coniferous"
2228,"boreal.coniferous"
2229,"semiarid.grassland_HPDA"
2230,"boreal.coniferous"
2231,"temperate.deciduous.HPDA"
2232,"boreal.coniferous"
2233,"boreal.coniferous"
2234,"boreal.coniferous"
2235,"semiarid.grassland_HPDA"
2236,"temperate.deciduous.HPDA"
2237,"boreal.coniferous"
2238,"boreal.coniferous"
2239,"temperate.deciduous.HPDA"
2240,"boreal.coniferous"
2241,"boreal.coniferous"
2242,"boreal.coniferous"
2243,"semiarid.grassland_HPDA"
2244,"boreal.coniferous"
2245,"boreal.coniferous"
2246,"semiarid.grassland_HPDA"
2247,"temperate.deciduous.HPDA"
2248,"temperate.deciduous.HPDA"
2249,"temperate.deciduous.HPDA"
2250,"boreal.coniferous"
2251,"boreal.coniferous"
2252,"boreal.coniferous"
2253,"semiarid.grassland_HPDA"
2254,"boreal.coniferous"
2255,"boreal.coniferous"
2256,"temperate.deciduous.HPDA"
2257,"temperate.deciduous.HPDA"
2258,"boreal.coniferous"
2259,"boreal.coniferous"
2260,"boreal.coniferous"
2261,"boreal.coniferous"
2262,"semiarid.grassland_HPDA"
2263,"semiarid.grassland_HPDA"
2264,"semiarid.grassland_HPDA"
2265,"boreal.coniferous"
2266,"boreal.coniferous"
2267,"temperate.deciduous.HPDA"
2268,"semiarid.grassland_HPDA"
2269,"semiarid.grassland_HPDA"
2270,"boreal.coniferous"
2271,"semiarid.grassland_HPDA"
2272,"boreal.coniferous"
2273,"boreal.coniferous"
2274,"boreal.coniferous"
2275,"boreal.coniferous"
2276,"boreal.coniferous"
2277,"boreal.coniferous"
2278,"boreal.coniferous"
2279,"boreal.coniferous"
2280,"boreal.coniferous"
2281,"semiarid.grassland_HPDA"
2282,"boreal.coniferous"
2283,"temperate.deciduous.HPDA"
2284,"semiarid.grassland_HPDA"
2285,"boreal.coniferous"
2286,"semiarid.grassland_HPDA"
2287,"temperate.deciduous.HPDA"
2288,"semiarid.grassland_HPDA"
2289,"temperate.deciduous.HPDA"
2290,"semiarid.grassland_HPDA"
2291,"boreal.coniferous"
2292,"boreal.coniferous"
2293,"boreal.coniferous"
2294,"boreal.coniferous"
2295,"boreal.coniferous"
2296,"semiarid.grassland_HPDA"
2297,"boreal.coniferous"
2298,"boreal.coniferous"
2299,"semiarid.grassland_HPDA"
2300,"boreal.coniferous"
2301,"boreal.coniferous"
2302,"boreal.coniferous"
2303,"boreal.coniferous"
2304,"boreal.coniferous"
2305,"boreal.coniferous"
2306,"boreal.coniferous"
2307,"boreal.coniferous"
2308,"boreal.coniferous"
2309,"semiarid.grassland_HPDA"
2310,"temperate.deciduous.HPDA"
2311,"boreal.coniferous"
2312,"boreal.coniferous"
2313,"boreal.coniferous"
2314,"boreal.coniferous"
2315,"semiarid.grassland_HPDA"
2316,"boreal.coniferous"
2317,"semiarid.grassland_HPDA"
2318,"temperate.deciduous.HPDA"
2319,"temperate.deciduous.HPDA"
2320,"boreal.coniferous"
2321,"boreal.coniferous"
2322,"semiarid.grassland_HPDA"
2323,"temperate.deciduous.HPDA"
2324,"temperate.deciduous.HPDA"
2325,"semiarid.grassland_HPDA"
2326,"semiarid.grassland_HPDA"
2327,"boreal.coniferous"
2328,"boreal.coniferous"
2329,"boreal.coniferous"
2330,"boreal.coniferous"
2331,"semiarid.grassland_HPDA"
2332,"boreal.coniferous"
2333,"boreal.coniferous"
2334,"boreal.coniferous"
2335,"boreal.coniferous"
2336,"temperate.deciduous.HPDA"
2337,"semiarid.grassland_HPDA"
2338,"semiarid.grassland_HPDA"
2339,"boreal.coniferous"
2340,"boreal.coniferous"
2341,"temperate.deciduous.HPDA"
2342,"boreal.coniferous"
2343,"boreal.coniferous"
2344,"temperate.deciduous.HPDA"
2345,"semiarid.grassland_HPDA"
2346,"boreal.coniferous"
2347,"boreal.coniferous"
2348,"temperate.deciduous.HPDA"
2349,"boreal.coniferous"
2350,"temperate.deciduous.HPDA"
2351,"semiarid.grassland_HPDA"
2352,"semiarid.grassland_HPDA"
2353,"semiarid.grassland_HPDA"
2354,"boreal.coniferous"
2355,"boreal.coniferous"
2356,"boreal.coniferous"
2357,"temperate.deciduous.HPDA"
2358,"boreal.coniferous"
2359,"boreal.coniferous"
2360,"boreal.coniferous"
2361,"temperate.deciduous.HPDA"
2362,"semiarid.grassland_HPDA"
2363,"boreal.coniferous"
2364,"boreal.coniferous"
2365,"boreal.coniferous"
2366,"boreal.coniferous"
2367,"boreal.coniferous"
2368,"boreal.coniferous"
2369,"temperate.deciduous.HPDA"
2370,"boreal.coniferous"
2371,"boreal.coniferous"
2372,"temperate.deciduous.HPDA"
2373,"semiarid.grassland_HPDA"
2374,"boreal.coniferous"
2375,"boreal.coniferous"
2376,"semiarid.grassland_HPDA"
2377,"semiarid.grassland_HPDA"
2378,"semiarid.grassland_HPDA"
2379,"boreal.coniferous"
2380,"boreal.coniferous"
2381,"boreal.coniferous"
2382,"boreal.coniferous"
2383,"semiarid.grassland_HPDA"
2384,"boreal.coniferous"
2385,"boreal.coniferous"
2386,"boreal.coniferous"
2387,"boreal.coniferous"
2388,"boreal.coniferous"
2389,"boreal.coniferous"
2390,"temperate.deciduous.HPDA"
2391,"boreal.coniferous"
2392,"semiarid.grassland_HPDA"
2393,"boreal.coniferous"
2394,"boreal.coniferous"
2395,"boreal.coniferous"
2396,"boreal.coniferous"
2397,"boreal.coniferous"
2398,"semiarid.grassland_HPDA"
2399,"semiarid.grassland_HPDA"
2400,"boreal.coniferous"
2401,"boreal.coniferous"
2402,"boreal.coniferous"
2403,"temperate.deciduous.HPDA"
2404,"boreal.coniferous"
2405,"semiarid.grassland_HPDA"
2406,"semiarid.grassland_HPDA"
2407,"semiarid.grassland_HPDA"
2408,"boreal.coniferous"
2409,"semiarid.grassland_HPDA"
2410,"boreal.coniferous"
2411,"boreal.coniferous"
2412,"boreal.coniferous"
2413,"boreal.coniferous"
2414,"temperate.deciduous.HPDA"
2415,"temperate.deciduous.HPDA"
2416,"boreal.coniferous"
2417,"boreal.coniferous"
2418,"boreal.coniferous"
2419,"temperate.deciduous.HPDA"
2420,"boreal.coniferous"
2421,"boreal.coniferous"
2422,"temperate.deciduous.HPDA"
2423,"semiarid.grassland_HPDA"
2424,"boreal.coniferous"
2425,"temperate.deciduous.HPDA"
2426,"boreal.coniferous"
2427,"boreal.coniferous"
2428,"boreal.coniferous"
2429,"boreal.coniferous"
2430,"semiarid.grassland_HPDA"
2431,"semiarid.grassland_HPDA"
2432,"semiarid.grassland_HPDA"
2433,"boreal.coniferous"
2434,"temperate.deciduous.HPDA"
2435,"semiarid.grassland_HPDA"
2436,"semiarid.grassland_HPDA"
2437,"semiarid.grassland_HPDA"
2438,"temperate.deciduous.HPDA"
2439,"boreal.coniferous"
2440,"boreal.coniferous"
2441,"boreal.coniferous"
2442,"semiarid.grassland_HPDA"
2443,"boreal.coniferous"
2444,"boreal.coniferous"
2445,"semiarid.grassland_HPDA"
2446,"semiarid.grassland_HPDA"
2447,"semiarid.grassland_HPDA"
2448,"temperate.deciduous.HPDA"
2449,"semiarid.grassland_HPDA"
2450,"temperate.deciduous.HPDA"
2451,"boreal.coniferous"
2452,"boreal.coniferous"
2453,"boreal.coniferous"
2454,"boreal.coniferous"
2455,"semiarid.grassland_HPDA"
2456,"semiarid.grassland_HPDA"
2457,"boreal.coniferous"
2458,"semiarid.grassland_HPDA"
2459,"semiarid.grassland_HPDA"
2460,"temperate.deciduous.HPDA"
2461,"boreal.coniferous"
2462,"temperate.deciduous.HPDA"
2463,"boreal.coniferous"
2464,"semiarid.grassland_HPDA"
2465,"temperate.deciduous.HPDA"
2466,"temperate.deciduous.HPDA"
2467,"boreal.coniferous"
2468,"boreal.coniferous"
2469,"semiarid.grassland_HPDA"
2470,"semiarid.grassland_HPDA"
2471,"boreal.coniferous"
2472,"temperate.deciduous.HPDA"
2473,"temperate.deciduous.HPDA"
2474,"semiarid.grassland_HPDA"
2475,"temperate.deciduous.HPDA"
2476,"temperate.deciduous.HPDA"
2477,"boreal.coniferous"
2478,"boreal.coniferous"
2479,"temperate.deciduous.HPDA"
2480,"boreal.coniferous"
2481,"temperate.deciduous.HPDA"
2482,"temperate.deciduous.HPDA"
2483,"temperate.deciduous.HPDA"
2484,"boreal.coniferous"
2485,"semiarid.grassland_HPDA"
2486,"semiarid.grassland_HPDA"
2487,"temperate.deciduous.HPDA"
2488,"temperate.deciduous.HPDA"
2489,"temperate.deciduous.HPDA"
2490,"boreal.coniferous"
2491,"boreal.coniferous"
2492,"boreal.coniferous"
2493,"semiarid.grassland_HPDA"
2494,"boreal.coniferous"
2495,"temperate.deciduous.HPDA"
2496,"semiarid.grassland_HPDA"
2497,"semiarid.grassland_HPDA"
2498,"boreal.coniferous"
2499,"boreal.coniferous"
2500,"semiarid.grassland_HPDA"
2501,"temperate.deciduous.HPDA"
2502,"temperate.deciduous.HPDA"
2503,"semiarid.grassland_HPDA"
2504,"semiarid.grassland_HPDA"
2505,"semiarid.grassland_HPDA"
2506,"boreal.coniferous"
2507,"boreal.coniferous"
2508,"boreal.coniferous"
2509,"boreal.coniferous"
2510,"boreal.coniferous"
2511,"boreal.coniferous"
2512,"semiarid.grassland_HPDA"
2513,"boreal.coniferous"
2514,"semiarid.grassland_HPDA"
2515,"temperate.deciduous.HPDA"
2516,"temperate.deciduous.HPDA"
2517,"temperate.deciduous.HPDA"
2518,"temperate.deciduous.HPDA"
2519,"boreal.coniferous"
2520,"boreal.coniferous"
2521,"boreal.coniferous"
2522,"semiarid.grassland_HPDA"
2523,"temperate.deciduous.HPDA"
2524,"boreal.coniferous"
2525,"temperate.deciduous.HPDA"
2526,"boreal.coniferous"
2527,"semiarid.grassland_HPDA"
2528,"semiarid.grassland_HPDA"
2529,"boreal.coniferous"
2530,"boreal.coniferous"
2531,"temperate.deciduous.HPDA"
2532,"temperate.deciduous.HPDA"
2533,"semiarid.grassland_HPDA"
2534,"boreal.coniferous"
2535,"temperate.deciduous.HPDA"
2536,"boreal.coniferous"
2537,"temperate.deciduous.HPDA"
2538,"boreal.coniferous"
2539,"boreal.coniferous"
2540,"temperate.deciduous.HPDA"
2541,"boreal.coniferous"
2542,"boreal.coniferous"
2543,"boreal.coniferous"
2544,"boreal.coniferous"
2545,"semiarid.grassland_HPDA"
2546,"boreal.coniferous"
2547,"temperate.deciduous.HPDA"
2548,"temperate.deciduous.HPDA"
2549,"temperate.deciduous.HPDA"
2550,"boreal.coniferous"
2551,"temperate.deciduous.HPDA"
2552,"boreal.coniferous"
2553,"boreal.coniferous"
2554,"temperate.deciduous.HPDA"
2555,"semiarid.grassland_HPDA"
2556,"boreal.coniferous"
2557,"boreal.coniferous"
2558,"temperate.deciduous.HPDA"
2559,"temperate.deciduous.HPDA"
2560,"semiarid.grassland_HPDA"
2561,"semiarid.grassland_HPDA"
2562,"semiarid.grassland_HPDA"
2563,"semiarid.grassland_HPDA"
2564,"semiarid.grassland_HPDA"
2565,"temperate.deciduous.HPDA"
2566,"semiarid.grassland_HPDA"
2567,"temperate.deciduous.HPDA"
2568,"temperate.deciduous.HPDA"
2569,"boreal.coniferous"
2570,"semiarid.grassland_HPDA"
2571,"boreal.coniferous"
2572,"temperate.deciduous.HPDA"
2573,"semiarid.grassland_HPDA"
2574,"boreal.coniferous"
2575,"boreal.coniferous"
2576,"boreal.coniferous"
2577,"temperate.deciduous.HPDA"
2578,"boreal.coniferous"
2579,"boreal.coniferous"
2580,"boreal.coniferous"
2581,"boreal.coniferous"
2582,"temperate.deciduous.HPDA"
2583,"semiarid.grassland_HPDA"
2584,"boreal.coniferous"
2585,"semiarid.grassland_HPDA"
2586,"temperate.deciduous.HPDA"
2587,"boreal.coniferous"
2588,"semiarid.grassland_HPDA"
2589,"semiarid.grassland_HPDA"
2590,"temperate.deciduous.HPDA"
2591,"temperate.deciduous.HPDA"
2592,"semiarid.grassland_HPDA"
2593,"temperate.deciduous.HPDA"
2594,"temperate.deciduous.HPDA"
2595,"boreal.coniferous"
2596,"boreal.coniferous"
2597,"semiarid.grassland_HPDA"
2598,"temperate.deciduous.HPDA"
2599,"boreal.coniferous"
2600,"boreal.coniferous"
2601,"temperate.deciduous.HPDA"
2602,"boreal.coniferous"
2603,"temperate.deciduous.HPDA"
2604,"boreal.coniferous"
2605,"temperate.deciduous.HPDA"
2606,"semiarid.grassland_HPDA"
2607,"semiarid.grassland_HPDA"
2608,"boreal.coniferous"
2609,"semiarid.grassland_HPDA"
2610,"boreal.coniferous"
2611,"boreal.coniferous"
2612,"temperate.deciduous.HPDA"
2613,"semiarid.grassland_HPDA"
2614,"boreal.coniferous"
2615,"temperate.deciduous.HPDA"
2616,"semiarid.grassland_HPDA"
2617,"temperate.deciduous.HPDA"
2618,"boreal.coniferous"
2619,"semiarid.grassland_HPDA"
2620,"semiarid.grassland_HPDA"
2621,"semiarid.grassland_HPDA"
2622,"semiarid.grassland_HPDA"
2623,"semiarid.grassland_HPDA"
2624,"boreal.coniferous"
2625,"boreal.coniferous"
2626,"semiarid.grassland_HPDA"
2627,"boreal.coniferous"
2628,"semiarid.grassland_HPDA"
2629,"boreal.coniferous"
2630,"semiarid.grassland_HPDA"
2631,"boreal.coniferous"
2632,"temperate.deciduous.HPDA"
2633,"boreal.coniferous"
2634,"temperate.deciduous.HPDA"
2635,"semiarid.grassland_HPDA"
2636,"boreal.coniferous"
2637,"temperate.deciduous.HPDA"
2638,"boreal.coniferous"
2639,"boreal.coniferous"
2640,"temperate.deciduous.HPDA"
2641,"boreal.coniferous"
2642,"boreal.coniferous"
2643,"semiarid.grassland_HPDA"
2644,"temperate.deciduous.HPDA"
2645,"boreal.coniferous"
2646,"semiarid.grassland_HPDA"
2647,"boreal.coniferous"
2648,"boreal.coniferous"
2649,"temperate.deciduous.HPDA"
2650,"semiarid.grassland_HPDA"
2651,"semiarid.grassland_HPDA"
2652,"boreal.coniferous"
2653,"semiarid.grassland_HPDA"
2654,"temperate.deciduous.HPDA"
2655,"boreal.coniferous"
2656,"boreal.coniferous"
2657,"semiarid.grassland_HPDA"
2658,"semiarid.grassland_HPDA"
2659,"temperate.deciduous.HPDA"
2660,"boreal.coniferous"
2661,"semiarid.grassland_HPDA"
2662,"boreal.coniferous"
2663,"boreal.coniferous"
2664,"semiarid.grassland_HPDA"
2665,"semiarid.grassland_HPDA"
2666,"boreal.coniferous"
2667,"boreal.coniferous"
2668,"semiarid.grassland_HPDA"
2669,"temperate.deciduous.HPDA"
2670,"boreal.coniferous"
2671,"semiarid.grassland_HPDA"
2672,"boreal.coniferous"
2673,"boreal.coniferous"
2674,"semiarid.grassland_HPDA"
2675,"semiarid.grassland_HPDA"
2676,"boreal.coniferous"
2677,"boreal.coniferous"
2678,"boreal.coniferous"
2679,"semiarid.grassland_HPDA"
2680,"temperate.deciduous.HPDA"
2681,"boreal.coniferous"
2682,"temperate.deciduous.HPDA"
2683,"boreal.coniferous"
2684,"semiarid.grassland_HPDA"
2685,"semiarid.grassland_HPDA"
2686,"temperate.deciduous.HPDA"
2687,"semiarid.grassland_HPDA"
2688,"temperate.deciduous.HPDA"
2689,"semiarid.grassland_HPDA"
2690,"boreal.coniferous"
2691,"semiarid.grassland_HPDA"
2692,"temperate.deciduous.HPDA"
2693,"boreal.coniferous"
2694,"temperate.deciduous.HPDA"
2695,"semiarid.grassland_HPDA"
2696,"boreal.coniferous"
2697,"boreal.coniferous"
2698,"semiarid.grassland_HPDA"
2699,"semiarid.grassland_HPDA"
2700,"boreal.coniferous"
2701,"semiarid.grassland_HPDA"
2702,"semiarid.grassland_HPDA"
2703,"semiarid.grassland_HPDA"
2704,"temperate.deciduous.HPDA"
2705,"semiarid.grassland_HPDA"
2706,"boreal.coniferous"
2707,"semiarid.grassland_HPDA"
2708,"semiarid.grassland_HPDA"
2709,"boreal.coniferous"
2710,"semiarid.grassland_HPDA"
2711,"temperate.deciduous.HPDA"
2712,"temperate.deciduous.HPDA"
2713,"semiarid.grassland_HPDA"
2714,"boreal.coniferous"
2715,"semiarid.grassland_HPDA"
2716,"semiarid.grassland_HPDA"
2717,"semiarid.grassland_HPDA"
2718,"temperate.deciduous.HPDA"
2719,"semiarid.grassland_HPDA"
2720,"semiarid.grassland_HPDA"
2721,"semiarid.grassland_HPDA"
2722,"semiarid.grassland_HPDA"
2723,"semiarid.grassland_HPDA"
2724,"boreal.coniferous"
2725,"semiarid.grassland_HPDA"
2726,"semiarid.grassland_HPDA"
2727,"semiarid.grassland_HPDA"
2728,"semiarid.grassland_HPDA"
2729,"boreal.coniferous"
2730,"semiarid.grassland_HPDA"
2731,"semiarid.grassland_HPDA"
2732,"boreal.coniferous"
2733,"boreal.coniferous"
2734,"boreal.coniferous"
2735,"temperate.deciduous.HPDA"
2736,"semiarid.grassland_HPDA"
2737,"boreal.coniferous"
2738,"temperate.deciduous.HPDA"
2739,"semiarid.grassland_HPDA"
2740,"boreal.coniferous"
2741,"semiarid.grassland_HPDA"
2742,"boreal.coniferous"
2743,"boreal.coniferous"
2744,"boreal.coniferous"
2745,"boreal.coniferous"
2746,"boreal.coniferous"
2747,"semiarid.grassland_HPDA"
2748,"semiarid.grassland_HPDA"
2749,"boreal.coniferous"
2750,"temperate.deciduous.HPDA"
2751,"boreal.coniferous"
2752,"boreal.coniferous"
2753,"temperate.deciduous.HPDA"
2754,"temperate.deciduous.HPDA"
2755,"semiarid.grassland_HPDA"
2756,"semiarid.grassland_HPDA"
2757,"boreal.coniferous"
2758,"boreal.coniferous"
2759,"boreal.coniferous"
2760,"semiarid.grassland_HPDA"
2761,"boreal.coniferous"
2762,"boreal.coniferous"
2763,"temperate.deciduous.HPDA"
2764,"temperate.deciduous.HPDA"
2765,"semiarid.grassland_HPDA"
2766,"boreal.coniferous"
2767,"temperate.deciduous.HPDA"
2768,"boreal.coniferous"
2769,"temperate.deciduous.HPDA"
2770,"boreal.coniferous"
2771,"semiarid.grassland_HPDA"
2772,"semiarid.grassland_HPDA"
2773,"boreal.coniferous"
2774,"semiarid.grassland_HPDA"
2775,"boreal.coniferous"
2776,"semiarid.grassland_HPDA"
2777,"temperate.deciduous.HPDA"
2778,"temperate.deciduous.HPDA"
2779,"boreal.coniferous"
2780,"temperate.deciduous.HPDA"
2781,"boreal.coniferous"
2782,"temperate.deciduous.HPDA"
2783,"temperate.deciduous.HPDA"
2784,"boreal.coniferous"
2785,"semiarid.grassland_HPDA"
2786,"boreal.coniferous"
2787,"semiarid.grassland_HPDA"
2788,"semiarid.grassland_HPDA"
2789,"boreal.coniferous"
2790,"boreal.coniferous"
2791,"boreal.coniferous"
2792,"boreal.coniferous"
2793,"boreal.coniferous"
2794,"boreal.coniferous"
2795,"boreal.coniferous"
2796,"boreal.coniferous"
2797,"boreal.coniferous"
2798,"boreal.coniferous"
2799,"semiarid.grassland_HPDA"
2800,"boreal.coniferous"
2801,"semiarid.grassland_HPDA"
2802,"boreal.coniferous"
2803,"temperate.deciduous.HPDA"
2804,"boreal.coniferous"
2805,"temperate.deciduous.HPDA"
2806,"temperate.deciduous.HPDA"
2807,"temperate.deciduous.HPDA"
2808,"boreal.coniferous"
2809,"boreal.coniferous"
2810,"temperate.deciduous.HPDA"
2811,"semiarid.grassland_HPDA"
2812,"boreal.coniferous"
2813,"semiarid.grassland_HPDA"
2814,"temperate.deciduous.HPDA"
2815,"boreal.coniferous"
2816,"boreal.coniferous"
2817,"boreal.coniferous"
