"site","pft"
3912,"semiarid.grassland_HPDA"
3913,"boreal.coniferous"
3914,"boreal.coniferous"
3915,"temperate.deciduous.HPDA"
3916,"boreal.coniferous"
3917,"boreal.coniferous"
3918,"temperate.deciduous.HPDA"
3919,"boreal.coniferous"
3920,"semiarid.grassland_HPDA"
3921,"temperate.deciduous.HPDA"
3922,"semiarid.grassland_HPDA"
3923,"semiarid.grassland_HPDA"
3924,"boreal.coniferous"
3925,"semiarid.grassland_HPDA"
3926,"semiarid.grassland_HPDA"
3927,"semiarid.grassland_HPDA"
3928,"boreal.coniferous"
3929,"boreal.coniferous"
3930,"boreal.coniferous"
3931,"boreal.coniferous"
3932,"semiarid.grassland_HPDA"
3933,"semiarid.grassland_HPDA"
3934,"boreal.coniferous"
3935,"boreal.coniferous"
3936,"semiarid.grassland_HPDA"
3937,"boreal.coniferous"
3938,"boreal.coniferous"
3939,"temperate.deciduous.HPDA"
3940,"boreal.coniferous"
3941,"boreal.coniferous"
3942,"semiarid.grassland_HPDA"
3943,"boreal.coniferous"
3944,"temperate.deciduous.HPDA"
3945,"boreal.coniferous"
3946,"boreal.coniferous"
3947,"semiarid.grassland_HPDA"
3948,"semiarid.grassland_HPDA"
3949,"semiarid.grassland_HPDA"
3950,"semiarid.grassland_HPDA"
3951,"boreal.coniferous"
3952,"temperate.deciduous.HPDA"
3953,"boreal.coniferous"
3954,"boreal.coniferous"
3955,"semiarid.grassland_HPDA"
3956,"semiarid.grassland_HPDA"
3957,"boreal.coniferous"
3958,"temperate.deciduous.HPDA"
3959,"temperate.deciduous.HPDA"
3960,"boreal.coniferous"
3961,"boreal.coniferous"
3962,"semiarid.grassland_HPDA"
3963,"boreal.coniferous"
3964,"boreal.coniferous"
3965,"boreal.coniferous"
3966,"semiarid.grassland_HPDA"
3967,"semiarid.grassland_HPDA"
3968,"temperate.deciduous.HPDA"
3969,"temperate.deciduous.HPDA"
3970,"boreal.coniferous"
3971,"boreal.coniferous"
3972,"boreal.coniferous"
3973,"boreal.coniferous"
3974,"boreal.coniferous"
3975,"boreal.coniferous"
3976,"boreal.coniferous"
3977,"semiarid.grassland_HPDA"
3978,"semiarid.grassland_HPDA"
3979,"semiarid.grassland_HPDA"
3980,"temperate.deciduous.HPDA"
3981,"boreal.coniferous"
3982,"boreal.coniferous"
3983,"boreal.coniferous"
3984,"temperate.deciduous.HPDA"
3985,"semiarid.grassland_HPDA"
3986,"boreal.coniferous"
3987,"boreal.coniferous"
3988,"boreal.coniferous"
3989,"boreal.coniferous"
3990,"temperate.deciduous.HPDA"
3991,"temperate.deciduous.HPDA"
3992,"semiarid.grassland_HPDA"
3993,"semiarid.grassland_HPDA"
3994,"temperate.deciduous.HPDA"
3995,"boreal.coniferous"
3996,"boreal.coniferous"
3997,"boreal.coniferous"
3998,"semiarid.grassland_HPDA"
3999,"semiarid.grassland_HPDA"
4000,"boreal.coniferous"
4001,"semiarid.grassland_HPDA"
4002,"temperate.deciduous.HPDA"
4003,"boreal.coniferous"
4004,"boreal.coniferous"
4005,"temperate.deciduous.HPDA"
4006,"boreal.coniferous"
4007,"boreal.coniferous"
4008,"boreal.coniferous"
4009,"semiarid.grassland_HPDA"
4010,"boreal.coniferous"
4011,"semiarid.grassland_HPDA"
4012,"semiarid.grassland_HPDA"
4013,"semiarid.grassland_HPDA"
4014,"boreal.coniferous"
4015,"semiarid.grassland_HPDA"
4016,"boreal.coniferous"
4017,"boreal.coniferous"
4018,"semiarid.grassland_HPDA"
4019,"semiarid.grassland_HPDA"
4020,"boreal.coniferous"
4021,"semiarid.grassland_HPDA"
4022,"semiarid.grassland_HPDA"
4023,"boreal.coniferous"
4024,"semiarid.grassland_HPDA"
4025,"semiarid.grassland_HPDA"
4026,"semiarid.grassland_HPDA"
4027,"semiarid.grassland_HPDA"
4028,"semiarid.grassland_HPDA"
4029,"temperate.deciduous.HPDA"
4030,"temperate.deciduous.HPDA"
4031,"boreal.coniferous"
4032,"semiarid.grassland_HPDA"
4033,"semiarid.grassland_HPDA"
4034,"boreal.coniferous"
4035,"semiarid.grassland_HPDA"
4036,"semiarid.grassland_HPDA"
4037,"temperate.deciduous.HPDA"
4038,"boreal.coniferous"
4039,"semiarid.grassland_HPDA"
4040,"boreal.coniferous"
4041,"semiarid.grassland_HPDA"
4042,"semiarid.grassland_HPDA"
4043,"semiarid.grassland_HPDA"
4044,"semiarid.grassland_HPDA"
4045,"boreal.coniferous"
4046,"semiarid.grassland_HPDA"
4047,"boreal.coniferous"
4048,"boreal.coniferous"
4049,"boreal.coniferous"
4050,"semiarid.grassland_HPDA"
4051,"boreal.coniferous"
4052,"temperate.deciduous.HPDA"
4053,"temperate.deciduous.HPDA"
4054,"semiarid.grassland_HPDA"
4055,"semiarid.grassland_HPDA"
4056,"boreal.coniferous"
4057,"temperate.deciduous.HPDA"
4058,"semiarid.grassland_HPDA"
4059,"semiarid.grassland_HPDA"
4060,"semiarid.grassland_HPDA"
4061,"semiarid.grassland_HPDA"
4062,"semiarid.grassland_HPDA"
4063,"semiarid.grassland_HPDA"
4064,"boreal.coniferous"
4065,"boreal.coniferous"
4066,"semiarid.grassland_HPDA"
4067,"semiarid.grassland_HPDA"
4068,"semiarid.grassland_HPDA"
4069,"semiarid.grassland_HPDA"
4070,"temperate.deciduous.HPDA"
4071,"boreal.coniferous"
4072,"semiarid.grassland_HPDA"
4073,"boreal.coniferous"
4074,"semiarid.grassland_HPDA"
4075,"boreal.coniferous"
4076,"boreal.coniferous"
4077,"semiarid.grassland_HPDA"
4078,"temperate.deciduous.HPDA"
4079,"semiarid.grassland_HPDA"
4080,"temperate.deciduous.HPDA"
4081,"boreal.coniferous"
4082,"semiarid.grassland_HPDA"
4083,"semiarid.grassland_HPDA"
4084,"semiarid.grassland_HPDA"
4085,"boreal.coniferous"
4086,"boreal.coniferous"
4087,"semiarid.grassland_HPDA"
4088,"boreal.coniferous"
4089,"temperate.deciduous.HPDA"
4090,"boreal.coniferous"
4091,"semiarid.grassland_HPDA"
4092,"semiarid.grassland_HPDA"
4093,"temperate.deciduous.HPDA"
4094,"boreal.coniferous"
4095,"boreal.coniferous"
4096,"semiarid.grassland_HPDA"
4097,"boreal.coniferous"
4098,"boreal.coniferous"
4099,"temperate.deciduous.HPDA"
4100,"temperate.deciduous.HPDA"
4101,"semiarid.grassland_HPDA"
4102,"semiarid.grassland_HPDA"
4103,"boreal.coniferous"
4104,"semiarid.grassland_HPDA"
4105,"temperate.deciduous.HPDA"
4106,"temperate.deciduous.HPDA"
4107,"temperate.deciduous.HPDA"
4108,"boreal.coniferous"
4109,"temperate.deciduous.HPDA"
4110,"boreal.coniferous"
4111,"boreal.coniferous"
4112,"boreal.coniferous"
4113,"semiarid.grassland_HPDA"
4114,"temperate.deciduous.HPDA"
4115,"boreal.coniferous"
4116,"semiarid.grassland_HPDA"
4117,"semiarid.grassland_HPDA"
4118,"boreal.coniferous"
4119,"semiarid.grassland_HPDA"
4120,"temperate.deciduous.HPDA"
4121,"semiarid.grassland_HPDA"
4122,"semiarid.grassland_HPDA"
4123,"temperate.deciduous.HPDA"
4124,"semiarid.grassland_HPDA"
4125,"semiarid.grassland_HPDA"
4126,"temperate.deciduous.HPDA"
4127,"boreal.coniferous"
4128,"boreal.coniferous"
4129,"semiarid.grassland_HPDA"
4130,"temperate.deciduous.HPDA"
4131,"boreal.coniferous"
4132,"semiarid.grassland_HPDA"
4133,"semiarid.grassland_HPDA"
4134,"semiarid.grassland_HPDA"
4135,"semiarid.grassland_HPDA"
4136,"semiarid.grassland_HPDA"
4137,"boreal.coniferous"
4138,"temperate.deciduous.HPDA"
4139,"temperate.deciduous.HPDA"
4140,"semiarid.grassland_HPDA"
4141,"semiarid.grassland_HPDA"
4142,"semiarid.grassland_HPDA"
4143,"temperate.deciduous.HPDA"
4144,"boreal.coniferous"
4145,"temperate.deciduous.HPDA"
4146,"temperate.deciduous.HPDA"
4147,"boreal.coniferous"
4148,"semiarid.grassland_HPDA"
4149,"boreal.coniferous"
4150,"boreal.coniferous"
4151,"semiarid.grassland_HPDA"
4152,"temperate.deciduous.HPDA"
4153,"temperate.deciduous.HPDA"
4154,"boreal.coniferous"
4155,"boreal.coniferous"
4156,"temperate.deciduous.HPDA"
4157,"semiarid.grassland_HPDA"
4158,"temperate.deciduous.HPDA"
4159,"semiarid.grassland_HPDA"
4160,"semiarid.grassland_HPDA"
4161,"semiarid.grassland_HPDA"
4162,"semiarid.grassland_HPDA"
4163,"boreal.coniferous"
4164,"semiarid.grassland_HPDA"
4165,"semiarid.grassland_HPDA"
4166,"boreal.coniferous"
4167,"boreal.coniferous"
4168,"boreal.coniferous"
4169,"semiarid.grassland_HPDA"
4170,"semiarid.grassland_HPDA"
4171,"boreal.coniferous"
4172,"semiarid.grassland_HPDA"
4173,"semiarid.grassland_HPDA"
4174,"boreal.coniferous"
4175,"semiarid.grassland_HPDA"
4176,"temperate.deciduous.HPDA"
4177,"boreal.coniferous"
4178,"temperate.deciduous.HPDA"
4179,"semiarid.grassland_HPDA"
4180,"temperate.deciduous.HPDA"
4181,"semiarid.grassland_HPDA"
4182,"semiarid.grassland_HPDA"
4183,"semiarid.grassland_HPDA"
4184,"boreal.coniferous"
4185,"temperate.deciduous.HPDA"
4186,"temperate.deciduous.HPDA"
4187,"boreal.coniferous"
4188,"semiarid.grassland_HPDA"
4189,"boreal.coniferous"
4190,"semiarid.grassland_HPDA"
4191,"boreal.coniferous"
4192,"temperate.deciduous.HPDA"
4193,"temperate.deciduous.HPDA"
4194,"temperate.deciduous.HPDA"
4195,"boreal.coniferous"
4196,"boreal.coniferous"
4197,"temperate.deciduous.HPDA"
4198,"semiarid.grassland_HPDA"
4199,"temperate.deciduous.HPDA"
4200,"temperate.deciduous.HPDA"
4201,"boreal.coniferous"
4202,"temperate.deciduous.HPDA"
4203,"temperate.deciduous.HPDA"
4204,"semiarid.grassland_HPDA"
4205,"boreal.coniferous"
4206,"semiarid.grassland_HPDA"
4207,"semiarid.grassland_HPDA"
4208,"boreal.coniferous"
4209,"semiarid.grassland_HPDA"
4210,"semiarid.grassland_HPDA"
4211,"temperate.deciduous.HPDA"
4212,"temperate.deciduous.HPDA"
4213,"temperate.deciduous.HPDA"
4214,"semiarid.grassland_HPDA"
4215,"temperate.deciduous.HPDA"
4216,"boreal.coniferous"
4217,"temperate.deciduous.HPDA"
4218,"boreal.coniferous"
4219,"semiarid.grassland_HPDA"
4220,"semiarid.grassland_HPDA"
4221,"boreal.coniferous"
4222,"semiarid.grassland_HPDA"
4223,"temperate.deciduous.HPDA"
4224,"boreal.coniferous"
4225,"temperate.deciduous.HPDA"
4226,"boreal.coniferous"
4227,"boreal.coniferous"
4228,"boreal.coniferous"
4229,"semiarid.grassland_HPDA"
4230,"semiarid.grassland_HPDA"
4231,"semiarid.grassland_HPDA"
4232,"semiarid.grassland_HPDA"
4233,"boreal.coniferous"
4234,"semiarid.grassland_HPDA"
4235,"semiarid.grassland_HPDA"
4236,"semiarid.grassland_HPDA"
4237,"temperate.deciduous.HPDA"
4238,"semiarid.grassland_HPDA"
4239,"temperate.deciduous.HPDA"
4240,"temperate.deciduous.HPDA"
4241,"boreal.coniferous"
4242,"semiarid.grassland_HPDA"
4243,"temperate.deciduous.HPDA"
4244,"temperate.deciduous.HPDA"
4245,"semiarid.grassland_HPDA"
4246,"semiarid.grassland_HPDA"
4247,"boreal.coniferous"
4248,"temperate.deciduous.HPDA"
4249,"boreal.coniferous"
4250,"semiarid.grassland_HPDA"
4251,"temperate.deciduous.HPDA"
4252,"semiarid.grassland_HPDA"
4253,"temperate.deciduous.HPDA"
4254,"temperate.deciduous.HPDA"
4255,"boreal.coniferous"
4256,"semiarid.grassland_HPDA"
4257,"temperate.deciduous.HPDA"
4258,"boreal.coniferous"
4259,"temperate.deciduous.HPDA"
4260,"boreal.coniferous"
4261,"boreal.coniferous"
4262,"semiarid.grassland_HPDA"
4263,"boreal.coniferous"
4264,"semiarid.grassland_HPDA"
4265,"temperate.deciduous.HPDA"
4266,"boreal.coniferous"
4267,"temperate.deciduous.HPDA"
4268,"temperate.deciduous.HPDA"
4269,"boreal.coniferous"
4270,"semiarid.grassland_HPDA"
4271,"boreal.coniferous"
4272,"boreal.coniferous"
4273,"semiarid.grassland_HPDA"
4274,"temperate.deciduous.HPDA"
4275,"boreal.coniferous"
4276,"semiarid.grassland_HPDA"
4277,"temperate.deciduous.HPDA"
4278,"temperate.deciduous.HPDA"
4279,"temperate.deciduous.HPDA"
4280,"boreal.coniferous"
4281,"semiarid.grassland_HPDA"
4282,"boreal.coniferous"
4283,"temperate.deciduous.HPDA"
4284,"boreal.coniferous"
4285,"semiarid.grassland_HPDA"
4286,"boreal.coniferous"
4287,"semiarid.grassland_HPDA"
4288,"temperate.deciduous.HPDA"
4289,"temperate.deciduous.HPDA"
4290,"temperate.deciduous.HPDA"
4291,"semiarid.grassland_HPDA"
4292,"semiarid.grassland_HPDA"
4293,"temperate.deciduous.HPDA"
4294,"temperate.deciduous.HPDA"
4295,"temperate.deciduous.HPDA"
4296,"semiarid.grassland_HPDA"
4297,"semiarid.grassland_HPDA"
4298,"temperate.deciduous.HPDA"
4299,"temperate.deciduous.HPDA"
4300,"boreal.coniferous"
4301,"semiarid.grassland_HPDA"
4302,"semiarid.grassland_HPDA"
4303,"temperate.deciduous.HPDA"
4304,"temperate.deciduous.HPDA"
4305,"temperate.deciduous.HPDA"
4306,"temperate.deciduous.HPDA"
4307,"temperate.deciduous.HPDA"
4308,"temperate.deciduous.HPDA"
4309,"semiarid.grassland_HPDA"
4310,"temperate.deciduous.HPDA"
4311,"temperate.deciduous.HPDA"
4312,"temperate.deciduous.HPDA"
4313,"temperate.deciduous.HPDA"
4314,"temperate.deciduous.HPDA"
4315,"temperate.deciduous.HPDA"
4316,"temperate.deciduous.HPDA"
4317,"temperate.deciduous.HPDA"
4318,"semiarid.grassland_HPDA"
4319,"semiarid.grassland_HPDA"
4320,"temperate.deciduous.HPDA"
4321,"temperate.deciduous.HPDA"
4322,"temperate.deciduous.HPDA"
4323,"semiarid.grassland_HPDA"
4324,"boreal.coniferous"
4325,"temperate.deciduous.HPDA"
4326,"temperate.deciduous.HPDA"
4327,"temperate.deciduous.HPDA"
4328,"temperate.deciduous.HPDA"
4329,"semiarid.grassland_HPDA"
4330,"semiarid.grassland_HPDA"
4331,"temperate.deciduous.HPDA"
4332,"semiarid.grassland_HPDA"
4333,"temperate.deciduous.HPDA"
4334,"temperate.deciduous.HPDA"
4335,"temperate.deciduous.HPDA"
4336,"temperate.deciduous.HPDA"
4337,"temperate.deciduous.HPDA"
4338,"temperate.deciduous.HPDA"
4339,"semiarid.grassland_HPDA"
4340,"semiarid.grassland_HPDA"
4341,"temperate.deciduous.HPDA"
4342,"temperate.deciduous.HPDA"
4343,"boreal.coniferous"
4344,"boreal.coniferous"
4345,"boreal.coniferous"
4346,"boreal.coniferous"
4347,"semiarid.grassland_HPDA"
4348,"boreal.coniferous"
4349,"semiarid.grassland_HPDA"
4350,"temperate.deciduous.HPDA"
4351,"semiarid.grassland_HPDA"
4352,"temperate.deciduous.HPDA"
4353,"temperate.deciduous.HPDA"
4354,"temperate.deciduous.HPDA"
4355,"semiarid.grassland_HPDA"
4356,"boreal.coniferous"
4357,"boreal.coniferous"
4358,"semiarid.grassland_HPDA"
4359,"boreal.coniferous"
4360,"boreal.coniferous"
4361,"boreal.coniferous"
4362,"temperate.deciduous.HPDA"
4363,"temperate.deciduous.HPDA"
4364,"temperate.deciduous.HPDA"
4365,"boreal.coniferous"
4366,"boreal.coniferous"
4367,"temperate.deciduous.HPDA"
4368,"boreal.coniferous"
4369,"semiarid.grassland_HPDA"
4370,"temperate.deciduous.HPDA"
4371,"boreal.coniferous"
4372,"semiarid.grassland_HPDA"
4373,"semiarid.grassland_HPDA"
4374,"semiarid.grassland_HPDA"
4375,"semiarid.grassland_HPDA"
4376,"semiarid.grassland_HPDA"
4377,"boreal.coniferous"
4378,"semiarid.grassland_HPDA"
4379,"semiarid.grassland_HPDA"
4380,"boreal.coniferous"
4381,"semiarid.grassland_HPDA"
4382,"boreal.coniferous"
4383,"boreal.coniferous"
4384,"temperate.deciduous.HPDA"
4385,"semiarid.grassland_HPDA"
4386,"semiarid.grassland_HPDA"
4387,"boreal.coniferous"
4388,"semiarid.grassland_HPDA"
4389,"temperate.deciduous.HPDA"
4390,"semiarid.grassland_HPDA"
4391,"semiarid.grassland_HPDA"
4392,"semiarid.grassland_HPDA"
4393,"semiarid.grassland_HPDA"
4394,"semiarid.grassland_HPDA"
4395,"temperate.deciduous.HPDA"
4396,"semiarid.grassland_HPDA"
4397,"temperate.deciduous.HPDA"
4398,"temperate.deciduous.HPDA"
4399,"boreal.coniferous"
4400,"boreal.coniferous"
4401,"semiarid.grassland_HPDA"
4402,"boreal.coniferous"
4403,"semiarid.grassland_HPDA"
4404,"temperate.deciduous.HPDA"
4405,"boreal.coniferous"
4406,"semiarid.grassland_HPDA"
4407,"semiarid.grassland_HPDA"
4408,"temperate.deciduous.HPDA"
4409,"semiarid.grassland_HPDA"
4410,"semiarid.grassland_HPDA"
4411,"boreal.coniferous"
4412,"temperate.deciduous.HPDA"
4413,"temperate.deciduous.HPDA"
4414,"semiarid.grassland_HPDA"
4415,"temperate.deciduous.HPDA"
4416,"temperate.deciduous.HPDA"
4417,"boreal.coniferous"
4418,"semiarid.grassland_HPDA"
4419,"semiarid.grassland_HPDA"
4420,"temperate.deciduous.HPDA"
4421,"temperate.deciduous.HPDA"
4422,"semiarid.grassland_HPDA"
4423,"temperate.deciduous.HPDA"
4424,"temperate.deciduous.HPDA"
4425,"temperate.deciduous.HPDA"
4426,"semiarid.grassland_HPDA"
4427,"boreal.coniferous"
4428,"boreal.coniferous"
4429,"boreal.coniferous"
4430,"boreal.coniferous"
4431,"temperate.deciduous.HPDA"
4432,"semiarid.grassland_HPDA"
4433,"boreal.coniferous"
4434,"semiarid.grassland_HPDA"
4435,"temperate.deciduous.HPDA"
4436,"semiarid.grassland_HPDA"
4437,"boreal.coniferous"
4438,"temperate.deciduous.HPDA"
4439,"temperate.deciduous.HPDA"
4440,"temperate.deciduous.HPDA"
4441,"semiarid.grassland_HPDA"
4442,"semiarid.grassland_HPDA"
4443,"boreal.coniferous"
4444,"semiarid.grassland_HPDA"
4445,"boreal.coniferous"
4446,"boreal.coniferous"
4447,"temperate.deciduous.HPDA"
4448,"temperate.deciduous.HPDA"
4449,"temperate.deciduous.HPDA"
4450,"temperate.deciduous.HPDA"
4451,"temperate.deciduous.HPDA"
4452,"temperate.deciduous.HPDA"
4453,"boreal.coniferous"
4454,"temperate.deciduous.HPDA"
4455,"temperate.deciduous.HPDA"
4456,"semiarid.grassland_HPDA"
4457,"temperate.deciduous.HPDA"
4458,"semiarid.grassland_HPDA"
4459,"temperate.deciduous.HPDA"
4460,"boreal.coniferous"
4461,"semiarid.grassland_HPDA"
4462,"boreal.coniferous"
4463,"semiarid.grassland_HPDA"
4464,"temperate.deciduous.HPDA"
4465,"temperate.deciduous.HPDA"
4466,"semiarid.grassland_HPDA"
4467,"semiarid.grassland_HPDA"
4468,"temperate.deciduous.HPDA"
4469,"semiarid.grassland_HPDA"
4470,"semiarid.grassland_HPDA"
4471,"boreal.coniferous"
4472,"boreal.coniferous"
4473,"boreal.coniferous"
4474,"semiarid.grassland_HPDA"
4475,"semiarid.grassland_HPDA"
4476,"semiarid.grassland_HPDA"
4477,"temperate.deciduous.HPDA"
4478,"boreal.coniferous"
4479,"boreal.coniferous"
4480,"boreal.coniferous"
4481,"temperate.deciduous.HPDA"
4482,"semiarid.grassland_HPDA"
4483,"boreal.coniferous"
4484,"boreal.coniferous"
4485,"temperate.deciduous.HPDA"
4486,"semiarid.grassland_HPDA"
4487,"temperate.deciduous.HPDA"
4488,"semiarid.grassland_HPDA"
4489,"boreal.coniferous"
4490,"semiarid.grassland_HPDA"
4491,"semiarid.grassland_HPDA"
4492,"temperate.deciduous.HPDA"
4493,"boreal.coniferous"
4494,"semiarid.grassland_HPDA"
4495,"boreal.coniferous"
4496,"boreal.coniferous"
4497,"semiarid.grassland_HPDA"
4498,"boreal.coniferous"
4499,"temperate.deciduous.HPDA"
4500,"semiarid.grassland_HPDA"
4501,"semiarid.grassland_HPDA"
4502,"semiarid.grassland_HPDA"
4503,"semiarid.grassland_HPDA"
4504,"semiarid.grassland_HPDA"
4505,"semiarid.grassland_HPDA"
4506,"temperate.deciduous.HPDA"
4507,"boreal.coniferous"
4508,"semiarid.grassland_HPDA"
4509,"boreal.coniferous"
4510,"temperate.deciduous.HPDA"
4511,"temperate.deciduous.HPDA"
4512,"boreal.coniferous"
4513,"boreal.coniferous"
4514,"semiarid.grassland_HPDA"
4515,"semiarid.grassland_HPDA"
4516,"temperate.deciduous.HPDA"
4517,"semiarid.grassland_HPDA"
4518,"temperate.deciduous.HPDA"
4519,"boreal.coniferous"
4520,"boreal.coniferous"
4521,"boreal.coniferous"
4522,"semiarid.grassland_HPDA"
4523,"semiarid.grassland_HPDA"
4524,"temperate.deciduous.HPDA"
4525,"boreal.coniferous"
4526,"semiarid.grassland_HPDA"
4527,"boreal.coniferous"
4528,"boreal.coniferous"
4529,"semiarid.grassland_HPDA"
4530,"boreal.coniferous"
4531,"temperate.deciduous.HPDA"
4532,"semiarid.grassland_HPDA"
4533,"semiarid.grassland_HPDA"
4534,"boreal.coniferous"
4535,"semiarid.grassland_HPDA"
4536,"boreal.coniferous"
4537,"boreal.coniferous"
4538,"semiarid.grassland_HPDA"
4539,"semiarid.grassland_HPDA"
4540,"boreal.coniferous"
4541,"boreal.coniferous"
4542,"semiarid.grassland_HPDA"
4543,"temperate.deciduous.HPDA"
4544,"semiarid.grassland_HPDA"
4545,"temperate.deciduous.HPDA"
4546,"boreal.coniferous"
4547,"semiarid.grassland_HPDA"
4548,"temperate.deciduous.HPDA"
4549,"temperate.deciduous.HPDA"
4550,"semiarid.grassland_HPDA"
4551,"temperate.deciduous.HPDA"
4552,"semiarid.grassland_HPDA"
4553,"boreal.coniferous"
4554,"boreal.coniferous"
4555,"boreal.coniferous"
4556,"semiarid.grassland_HPDA"
4557,"semiarid.grassland_HPDA"
4558,"semiarid.grassland_HPDA"
4559,"temperate.deciduous.HPDA"
4560,"semiarid.grassland_HPDA"
4561,"semiarid.grassland_HPDA"
4562,"temperate.deciduous.HPDA"
4563,"boreal.coniferous"
4564,"temperate.deciduous.HPDA"
4565,"boreal.coniferous"
4566,"semiarid.grassland_HPDA"
4567,"semiarid.grassland_HPDA"
4568,"semiarid.grassland_HPDA"
4569,"semiarid.grassland_HPDA"
4570,"temperate.deciduous.HPDA"
4571,"boreal.coniferous"
4572,"boreal.coniferous"
4573,"semiarid.grassland_HPDA"
4574,"boreal.coniferous"
4575,"boreal.coniferous"
4576,"boreal.coniferous"
4577,"semiarid.grassland_HPDA"
4578,"boreal.coniferous"
4579,"boreal.coniferous"
4580,"boreal.coniferous"
4581,"boreal.coniferous"
4582,"semiarid.grassland_HPDA"
4583,"semiarid.grassland_HPDA"
4584,"semiarid.grassland_HPDA"
4585,"temperate.deciduous.HPDA"
4586,"temperate.deciduous.HPDA"
4587,"boreal.coniferous"
4588,"boreal.coniferous"
4589,"boreal.coniferous"
4590,"boreal.coniferous"
4591,"temperate.deciduous.HPDA"
4592,"temperate.deciduous.HPDA"
4593,"semiarid.grassland_HPDA"
4594,"semiarid.grassland_HPDA"
4595,"temperate.deciduous.HPDA"
4596,"temperate.deciduous.HPDA"
4597,"semiarid.grassland_HPDA"
4598,"boreal.coniferous"
4599,"temperate.deciduous.HPDA"
4600,"boreal.coniferous"
4601,"boreal.coniferous"
4602,"boreal.coniferous"
4603,"temperate.deciduous.HPDA"
4604,"temperate.deciduous.HPDA"
4605,"boreal.coniferous"
4606,"boreal.coniferous"
4607,"semiarid.grassland_HPDA"
4608,"semiarid.grassland_HPDA"
4609,"semiarid.grassland_HPDA"
4610,"temperate.deciduous.HPDA"
4611,"boreal.coniferous"
4612,"boreal.coniferous"
4613,"semiarid.grassland_HPDA"
4614,"boreal.coniferous"
4615,"boreal.coniferous"
4616,"boreal.coniferous"
4617,"boreal.coniferous"
4618,"boreal.coniferous"
4619,"semiarid.grassland_HPDA"
4620,"boreal.coniferous"
4621,"boreal.coniferous"
4622,"semiarid.grassland_HPDA"
4623,"boreal.coniferous"
4624,"semiarid.grassland_HPDA"
4625,"semiarid.grassland_HPDA"
4626,"temperate.deciduous.HPDA"
4627,"boreal.coniferous"
4628,"temperate.deciduous.HPDA"
4629,"temperate.deciduous.HPDA"
4630,"temperate.deciduous.HPDA"
4631,"temperate.deciduous.HPDA"
4632,"temperate.deciduous.HPDA"
4633,"boreal.coniferous"
4634,"semiarid.grassland_HPDA"
4635,"semiarid.grassland_HPDA"
4636,"boreal.coniferous"
4637,"temperate.deciduous.HPDA"
4638,"temperate.deciduous.HPDA"
4639,"semiarid.grassland_HPDA"
4640,"semiarid.grassland_HPDA"
4641,"semiarid.grassland_HPDA"
4642,"temperate.deciduous.HPDA"
4643,"boreal.coniferous"
4644,"boreal.coniferous"
4645,"boreal.coniferous"
4646,"semiarid.grassland_HPDA"
4647,"boreal.coniferous"
4648,"boreal.coniferous"
4649,"semiarid.grassland_HPDA"
4650,"boreal.coniferous"
4651,"semiarid.grassland_HPDA"
4652,"boreal.coniferous"
4653,"temperate.deciduous.HPDA"
4654,"boreal.coniferous"
4655,"semiarid.grassland_HPDA"
4656,"semiarid.grassland_HPDA"
4657,"boreal.coniferous"
4658,"boreal.coniferous"
4659,"temperate.deciduous.HPDA"
4660,"boreal.coniferous"
4661,"semiarid.grassland_HPDA"
4662,"boreal.coniferous"
4663,"semiarid.grassland_HPDA"
4664,"boreal.coniferous"
4665,"temperate.deciduous.HPDA"
4666,"boreal.coniferous"
4667,"semiarid.grassland_HPDA"
4668,"semiarid.grassland_HPDA"
4669,"temperate.deciduous.HPDA"
4670,"boreal.coniferous"
4671,"temperate.deciduous.HPDA"
4672,"boreal.coniferous"
4673,"semiarid.grassland_HPDA"
4674,"boreal.coniferous"
4675,"boreal.coniferous"
4676,"semiarid.grassland_HPDA"
4677,"boreal.coniferous"
4678,"boreal.coniferous"
4679,"temperate.deciduous.HPDA"
4680,"semiarid.grassland_HPDA"
4681,"boreal.coniferous"
4682,"boreal.coniferous"
4683,"semiarid.grassland_HPDA"
4684,"temperate.deciduous.HPDA"
4685,"boreal.coniferous"
4686,"boreal.coniferous"
4687,"boreal.coniferous"
4688,"semiarid.grassland_HPDA"
4689,"semiarid.grassland_HPDA"
4690,"temperate.deciduous.HPDA"
4691,"semiarid.grassland_HPDA"
4692,"semiarid.grassland_HPDA"
4693,"boreal.coniferous"
4694,"semiarid.grassland_HPDA"
4695,"semiarid.grassland_HPDA"
4696,"temperate.deciduous.HPDA"
4697,"semiarid.grassland_HPDA"
4698,"semiarid.grassland_HPDA"
4699,"temperate.deciduous.HPDA"
4700,"semiarid.grassland_HPDA"
4701,"semiarid.grassland_HPDA"
4702,"temperate.deciduous.HPDA"
4703,"semiarid.grassland_HPDA"
4704,"semiarid.grassland_HPDA"
4705,"temperate.deciduous.HPDA"
4706,"boreal.coniferous"
4707,"temperate.deciduous.HPDA"
4708,"semiarid.grassland_HPDA"
4709,"semiarid.grassland_HPDA"
4710,"semiarid.grassland_HPDA"
4711,"semiarid.grassland_HPDA"
4712,"semiarid.grassland_HPDA"
4713,"semiarid.grassland_HPDA"
4714,"temperate.deciduous.HPDA"
4715,"semiarid.grassland_HPDA"
4716,"semiarid.grassland_HPDA"
4717,"temperate.deciduous.HPDA"
4718,"boreal.coniferous"
4719,"semiarid.grassland_HPDA"
