index,final_pft_direct,final_source_type,source_file,pam_used_for_clustering,pam_k,pam_cluster,subpft_name,dbf_original_pam_cluster,cropland_final_group,final_pft,final_pft_assignment_method,final_pft_source_final,nearest_ecological_distance,second_nearest_final_pft,second_nearest_ecological_distance,distance_margin,n_vars_used_in_distance
571,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
572,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
573,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
574,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
575,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
576,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
577,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
578,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
579,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
580,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
581,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
582,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
583,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
584,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
585,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
586,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.071295410015608,Open_Shrublands__P1,0.0774258779246522,0.00613046790904426,13
587,,,,,,,,,,Open_Shrublands__P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.139398233881183,Open_Vegetation_Complex_P1,0.146543492612577,0.00714525873139391,14
588,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
589,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
590,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
591,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
592,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
593,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
594,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
595,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
596,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
597,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
598,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
599,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
600,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5901,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5902,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5903,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5904,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5905,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5906,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5907,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5908,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5909,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5910,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5911,Deciduous_Broadleaf_Forest__P1_P2_P3,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P3,Deciduous_Broadleaf_Forest__P3,P3,,Deciduous_Broadleaf_Forest__P1_P2_P3,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5912,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5913,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5914,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5915,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5916,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5917,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5918,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5919,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5920,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5921,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5922,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5923,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5924,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5925,Deciduous_Broadleaf_Forest__P1_P2_P3,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P3,Deciduous_Broadleaf_Forest__P3,P3,,Deciduous_Broadleaf_Forest__P1_P2_P3,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5926,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5927,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5928,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P5,Deciduous_Broadleaf_Forest__P5,P5,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5929,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5930,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5931,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P5,Deciduous_Broadleaf_Forest__P5,P5,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5932,CroplandPool__Broad_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Broad Croplands,CroplandPool__Broad_Croplands,,Broad Croplands,CroplandPool__Broad_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5933,Evergreen_Broadleaf_Forest,standalone_retained_LC1,pftdat,FALSE,,,Evergreen_Broadleaf_Forest,,,Evergreen_Broadleaf_Forest,direct_or_standalone_assignment,standalone_retained_LC1,,,,,
5934,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5935,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5936,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5937,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5938,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5939,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5940,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5941,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5942,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5943,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5944,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5945,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5946,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5947,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5948,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5949,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5950,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5951,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5952,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5953,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5954,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5955,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5956,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5957,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5958,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5959,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5960,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5961,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5962,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5963,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5964,CroplandPool__Cereal_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Cereal Croplands,CroplandPool__Cereal_Croplands,,Cereal Croplands,CroplandPool__Cereal_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5965,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5966,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5967,Open_Vegetation_Complex_P2,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P2,Open_Vegetation_Complex_P2,,,Open_Vegetation_Complex_P2,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5968,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5969,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5970,Open_Vegetation_Complex_P4,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P4,Open_Vegetation_Complex_P4,,,Open_Vegetation_Complex_P4,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5971,CroplandPool__Broad_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Broad Croplands,CroplandPool__Broad_Croplands,,Broad Croplands,CroplandPool__Broad_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5972,Open_Shrublands__P2,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P2,Open_Shrublands__P2,,,Open_Shrublands__P2,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5973,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5974,Deciduous_Broadleaf_Forest__P4_P5,pam_gower_site_table,Deciduous_Broadleaf_Forest_k5_site_subpft_table.csv,TRUE,5,P4,Deciduous_Broadleaf_Forest__P4,P4,,Deciduous_Broadleaf_Forest__P4_P5,direct_or_standalone_assignment,pam_gower_site_table,,,,,
5975,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5976,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5977,CroplandPool__Broad_Croplands,cropland_lc2_cereal_broad,cropland_pool_final_cereal_broad_assignment.csv,TRUE,,Broad Croplands,CroplandPool__Broad_Croplands,,Broad Croplands,CroplandPool__Broad_Croplands,direct_or_standalone_assignment,cropland_lc2_cereal_broad,,,,,
5978,Open_Vegetation_Complex_P3,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P3,Open_Vegetation_Complex_P3,,,Open_Vegetation_Complex_P3,direct_or_standalone_assignment,open_vegetation_complex,,,,,
5979,,,,,,,,,,CroplandPool__Cereal_Croplands,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0426151792029355,Open_Vegetation_Complex_P4,0.049390029456176,0.00677485025324049,14
