index,lat,lon,LC_Type1,LC_Type1_name,KGC,BIOME_NAME,VCF_tree,LAI_max,NDVI_cv,EVI_min,GSL_median,SWIR,Fire_frequency,MAT,T_warmest_q,MAP,P_seasonality,MaxCWD,Soil_AWC,TWI,PH,Sand,agb,SOC,N,twi_was_na,MODIS_LC_year,LC_Type3,LC_Prob3,start_date,end_date,BIOME_NUM,REALM,ECO_ID,ECO_NAME,NNH,NNH_NAME,LC_source_hdf,LC2,LC2_name,LC2_group,LC_Type1_name_original
3463,53.3291676839193,-77.3291676839193,9,Savannas,Dfc,Boreal Forests/Taiga,17.9285714285714,0.175,0.927223154949879,-1.78e-06,191,1.8895e-05,0.0769230769230769,-1.99266672134399,13.7080001831055,721,47.0065765380859,44,0.179,3.73565578460693,0.323076903820038,0.520408153533936,0.0213213190436363,0.0610446818172932,0.293286234140396,FALSE,2019,4,90,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,Savannas
3464,53.3125010172526,-71.7541676839193,9,Savannas,Dfc,Boreal Forests/Taiga,24.0714285714286,0.155,0.958306161074052,-1.42e-06,191,1.3105e-05,0,-3.55766677856445,12.4213333129883,801,43.2812461853027,19.7538461538462,0.1655,3.8851523399353,0.261538445949554,0.693877577781677,0.0347280465066433,0.0432137623429298,0.268551230430603,FALSE,2019,4,97,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,Savannas
3465,53.2875010172526,-121.312501017253,8,Woody Savannas,Dfc,Temperate Conifer Forests,29.9285714285714,0.37,0.773279010576326,-4.1e-07,239,1.421e-05,0,3.32983350753784,13.2866668701172,951,18.9587249755859,41.3076923076923,0.1805,2.80621266365051,0.307692319154739,0.275510191917419,0.210148304700851,0.076777845621109,0.208480581641197,FALSE,2019,4,89,2012-01-01,2024-12-31,5,Nearctic,361,Northern Rockies conifer forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3466,53.2791676839193,-66.7208343505859,8,Woody Savannas,Dfc,Boreal Forests/Taiga,21.7142857142857,0.17,1.04352036368786,-2.2e-06,175,1.5225e-05,0,-4.33183336257935,11.3506669998169,848,31.0777931213379,15.8230769230769,0.1825,3.86736583709717,0.292307704687119,0.459183663129807,0.0223407745361328,0.062932662665844,0.268551230430603,FALSE,2019,4,73,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,Woody Savannas
3467,53.2708343505859,-78.4875010172526,9,Savannas,Dsc,Boreal Forests/Taiga,22.7857142857143,0.26,0.960322604051512,-2.56e-06,191,1.7575e-05,0,-2.16250014305115,13.2779998779297,645,46.2273025512695,45.1076923076923,0.1835,5.74650192260742,0.353846192359924,0.326530605554581,0.0235152672976255,0.119781829416752,0.30035337805748,FALSE,2019,4,78,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,Savannas
3468,53.2541676839193,-123.920834350586,8,Woody Savannas,Dfc,Temperate Conifer Forests,46.7142857142857,0.32,0.605626623632126,4.12e-06,304,1.3495e-05,0.0769230769230769,2.07566666603088,12.4066667556763,452,35.9766540527344,57.7846153846154,0.19,3.51648783683777,0.399999976158142,0.346938788890839,0.207255318760872,0.0719530135393143,0.183745577931404,FALSE,2019,4,97,2012-01-01,2024-12-31,5,Nearctic,355,Fraser Plateau and Basin conifer forests,3,Nature Could Recover,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3469,53.2541676839193,-97.1791676839193,8,Woody Savannas,Dfb,Boreal Forests/Taiga,35.2142857142857,0.305,0.691229749059963,2.84e-06,223,1.558e-05,0,-0.331833362579346,15.9593334197998,504,50.9895210266113,47.1230769230769,0.182,6.95060253143311,0.384615391492844,0.183673471212387,0.0728554725646973,0.313194870948792,0.120141349732876,FALSE,2019,4,91,2012-01-01,2024-12-31,6,Nearctic,377,Midwest Canadian Shield forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3470,53.2541676839193,-85.8625010172526,11,Permanent Wetlands,Dfc,Boreal Forests/Taiga,7.78571428571429,0.215,1.00115473761732,-4.82e-06,191,1.33e-05,0,-2.5716667175293,13.8299999237061,625,45.0221405029297,53.3769230769231,0.1825,6.67716646194458,0.415384590625763,0.336734682321548,0.0367103107273579,0.340675473213196,0.226148426532745,FALSE,2019,4,91,2012-01-01,2024-12-31,6,Nearctic,382,Southern Hudson Bay taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,
3471,53.2291676839193,-88.1208343505859,8,Woody Savannas,Dfc,Boreal Forests/Taiga,33.4285714285714,0.16,0.886870137939778,-5.2e-07,191,1.067e-05,0,-2.45833325386047,13.9653339385986,658,47.4286231994629,46.9,0.1845,9.28182983398438,0.369230777025223,0.428571432828903,0.0327777005732059,0.153555691242218,0.19434629380703,FALSE,2019,4,86,2012-01-01,2024-12-31,6,Nearctic,377,Midwest Canadian Shield forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,Woody Savannas
3472,53.2291676839193,-57.6291676839193,8,Woody Savannas,Dfc,Boreal Forests/Taiga,39.7142857142857,0.29,0.71403040303599,3.3e-06,235,1.045e-05,0,-0.137166678905487,12.3760004043579,1001,15.4573373794556,26.6384615384615,0.18,4.99008226394653,0.307692319154739,0.530612230300903,0.0744366645812988,0.101111806929111,0.197879865765572,FALSE,2019,4,96,2012-01-01,2024-12-31,6,Nearctic,373,Eastern Canadian forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3473,53.2208343505859,-120.204167683919,10,Grasslands,Dfc,Temperate Conifer Forests,9.71428571428571,0.135,1.83216600413511,-5.28e-06,111,1.831e-05,0,0.158166542649269,9.66533279418945,951,18.9959182739258,26.8076923076923,0.1875,0.974371910095215,0.338461518287659,0.418367356061935,0.068943552672863,0.102160684764385,0.2190812677145,FALSE,2019,1,88,2012-01-01,2024-12-31,5,Nearctic,361,Northern Rockies conifer forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,6,Grass,,Grasslands
3474,53.2208343505859,-69.7291676839193,9,Savannas,Dfc,Boreal Forests/Taiga,15.5,0.16,1.01512462639598,-3.47e-06,175,1.6535e-05,0,-4.32616662979126,11.7893333435059,874,39.3596534729004,14.5769230769231,0.182,5.66829824447632,0.27692312002182,0.489795923233032,0.0292073879390955,0.049507025629282,0.275618374347687,FALSE,2019,4,96,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,Savannas
3475,53.2125010172526,-68.3625010172526,11,Permanent Wetlands,Dfc,Boreal Forests/Taiga,,2.54,2.0685707026893,-8.33e-06,175,5.38e-06,0,-4.44999980926514,10.8920001983643,895,35.6059646606445,10.9461538461538,0.178,5.29236268997192,0.292307704687119,0.510204076766968,0.00948769878596067,0.0574784949421883,0.275618374347687,FALSE,2019,4,86,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,
3476,53.1541676839193,-109.070834350586,10,Grasslands,Dfb,"Temperate Grasslands, Savannas & Shrublands",7.35714285714286,0.185,0.869684087434137,-4.14e-06,239,2.65e-05,0,1.61733341217041,16.4759998321533,398,55.838020324707,84.6615384615385,0.1785,4.55702877044678,0.538461565971375,0.397959172725677,0.0063298330642283,0.0937696620821953,0.148409888148308,FALSE,2019,1,99,2012-01-01,2024-12-31,8,Nearctic,386,Canadian Aspen forests and parklands,4,Nature Imperiled,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,7,Cereal Croplands,,Grasslands
3477,53.1458343505859,-116.012501017253,1,Evergreen Needleleaf Forest,Dfc,Temperate Conifer Forests,58.8571428571429,0.365,0.401050204648809,9.41e-06,352,9.665e-06,0.0769230769230769,1.94799983501434,13.188666343689,587,71.2931671142578,45.8307692307692,0.1965,9.1355504989624,0.230769231915474,0.316326528787613,0.306008756160736,0.0490874759852886,0.0494699664413929,FALSE,2019,7,98,2012-01-01,2024-12-31,5,Nearctic,345,Alberta-British Columbia foothills forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,
3478,53.1375010172526,-90.1708343505859,8,Woody Savannas,Dfc,Boreal Forests/Taiga,35.8571428571429,0.205,0.748581484714074,7e-07,223,1.2735e-05,0,-1.80916678905487,14.6020002365112,656,50.1845626831055,50.4615384615385,0.1825,4.74558115005493,0.323076903820038,0.459183663129807,0.054370429366827,0.183973148465157,0.187279164791107,FALSE,2019,4,97,2012-01-01,2024-12-31,6,Nearctic,377,Midwest Canadian Shield forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3479,53.1291676839193,-58.0375010172526,8,Woody Savannas,Dfc,Boreal Forests/Taiga,27.8571428571429,0.26,0.961704574073514,-1.43e-06,175,1.188e-05,0,-1.29149997234344,11.2873334884644,1043,16.7060470581055,16.4307692307692,0.176,4.59057140350342,0.246153831481934,0.561224460601807,0.0636720731854439,0.0813929066061974,0.222614854574203,FALSE,2019,4,92,2012-01-01,2024-12-31,6,Nearctic,373,Eastern Canadian forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3480,53.1208343505859,-95.5208343505859,8,Woody Savannas,Dfb,Boreal Forests/Taiga,49.2142857142857,0.295,0.653168825703549,4.47e-06,239,1.4465e-05,0,-0.774166584014893,15.5946664810181,557,51.7171783447266,44.6307692307692,0.185,22.0997562408447,0.384615391492844,0.204081639647484,0.112235128879547,0.400881052017212,0.120141349732876,FALSE,2019,4,94,2012-01-01,2024-12-31,6,Nearctic,377,Midwest Canadian Shield forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3481,53.1125010172526,-128.754167683919,1,Evergreen Needleleaf Forest,Cfb,Temperate Conifer Forests,30.3571428571429,0.4,1.13109944629424,-4.6e-06,223,1.267e-05,0,6.18133354187012,13.0593338012695,3894,45.0044631958008,18.7153846153846,0.191,0.823436379432678,0.184615358710289,0.377551019191742,0.229423403739929,0.241032093763351,0.226148426532745,FALSE,2019,7,79,2012-01-01,2024-12-31,5,Nearctic,349,British Columbia coastal conifer forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,6,Grass,,
3482,53.1125010172526,-57.3291676839193,8,Woody Savannas,Dfc,Boreal Forests/Taiga,41.8571428571429,0.41,0.724206893835987,3.32e-06,288,8.09e-06,0,-1.55383336544037,10.8146667480469,1068,14.8920545578003,15.4230769230769,0.1745,2.64305663108826,0.184615358710289,0.591836750507355,0.215573906898499,0.0923012420535088,0.208480581641197,FALSE,2019,4,73,2012-01-01,2024-12-31,6,Nearctic,373,Eastern Canadian forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3483,53.0958343505859,-64.3458343505859,9,Savannas,Dfc,Boreal Forests/Taiga,28.1428571428571,0.18,0.952807527203488,-1.8e-07,175,1.322e-05,0.0769230769230769,-3.6598334312439,11.6499996185303,922,26.2667751312256,19.8076923076923,0.172,3.80418419837952,0.292307704687119,0.602040827274323,0.0612070895731449,0.049716804176569,0.254416972398758,FALSE,2019,4,92,2012-01-01,2024-12-31,6,Nearctic,374,Eastern Canadian Shield taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Savannas
3484,53.0958343505859,-58.0708343505859,8,Woody Savannas,Dfc,Boreal Forests/Taiga,52,0.205,0.642270953952178,6.34e-06,347,1.122e-05,0,-1.32366669178009,11.0746669769287,1042,16.7174911499023,14.4923076923077,0.1745,6.17987155914307,0.215384632349014,0.581632673740387,0.109341613948345,0.0612544566392899,0.197879865765572,FALSE,2019,4,96,2012-01-01,2024-12-31,6,Nearctic,373,Eastern Canadian forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3485,53.0708343505859,-83.2208343505859,11,Permanent Wetlands,Dfc,Boreal Forests/Taiga,15.7857142857143,0.165,0.928716374285034,-3.4e-06,207,1.535e-05,0,-2.17966651916504,13.9273328781128,578,49.3562545776367,51.0384615384615,0.1875,6.52733278274536,0.415384590625763,0.326530605554581,0.0231271386146545,0.439060181379318,0.233215555548668,FALSE,2019,4,85,2012-01-01,2024-12-31,6,Nearctic,382,Southern Hudson Bay taiga,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,4,Deciduous Broadleaf Trees,,
3486,53.0625010172526,-116.945834350586,8,Woody Savannas,Dfc,Temperate Conifer Forests,32.1428571428572,0.33,0.66292351825322,3.49e-06,336,1.6115e-05,0,0.929333448410034,11.5473337173462,600,60.3196563720703,41.9769230769231,0.197,3.61089944839478,0.27692312002182,0.224489793181419,0.103861935436726,0.0549611933529377,0.0742049440741539,FALSE,2019,4,88,2012-01-01,2024-12-31,5,Nearctic,361,Northern Rockies conifer forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,1,Evergreen Needleleaf Trees,,Woody Savannas
3487,53.0625010172526,-90.1625010172526,5,Mixed Forest,Dfc,Boreal Forests/Taiga,47,0.44,0.597986228046968,5.59e-06,320,1.503e-05,0,-1.71216666698456,14.6099996566772,660,49.8257637023926,51.6769230769231,0.186,5.68670463562012,0.292307704687119,0.428571432828903,0.102694116532803,0.194881483912468,0.176678448915482,FALSE,2019,8,90,2012-01-01,2024-12-31,6,Nearctic,377,Midwest Canadian Shield forests,2,Nature Could Reach Half Protected,MCD12Q1.A2019001.h00v08.061.2022169155019.hdf,3,Deciduous Broadleaf Trees,,
